,Champ,Stats,Items,Runes
262,"Urgot
Fighter
Tank","Games Played93484613
Pick Rate7.14%
Win Rate51%","['Espada de Doran', 'Colmillo de serpiente', 'Manto de anulación de magia', 'Llamada del verdugo', 'Hidra titánica', 'Botas', 'Lente del oráculo', 'Destello', 'Teleportar', '', '', '', '']","['1\nPrecision', 'Press the Attack\nHitting an enemy champion 3 consecutive times makes them vulnerable, dealing bonus damage and causing them to take more damage from all sources for 6s.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Last Stand\nDeal more damage to champions while you are low on health.', '3\nResolve', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
263,"Urgot
Fighter
Tank","Games Played93484613
Pick Rate7.14%
Win Rate51%","['Rompecascos', 'Botas blindadas', 'Presagio de Randuin', 'Hidra titánica', 'Llamada del verdugo', 'Rescoldo de Bami', 'Visión lejana modificada', 'Destello', 'Teleportar', '', '', '', '']","['1\nPrecision', 'Press the Attack\nHitting an enemy champion 3 consecutive times makes them vulnerable, dealing bonus damage and causing them to take more damage from all sources for 6s.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Last Stand\nDeal more damage to champions while you are low on health.', '3\nResolve', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
264,"Varus
Marksman
Mage","Games Played7388
Pick Rate7.14%
Win Rate38%","['Eclipse', 'Manamune', 'Botas jonias de la lucidez', 'Filo fantasmal de Youmuu', '', '', 'Visión lejana modificada', 'Curar', 'Destello', '', '', '', '']","['2\nDomination', 'Hail of Blades\nGain a large amount of Attack Speed for the first 3 attacks made against enemy champions.', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Ravenous Hunter\nUnique takedowns grant permanent Omnivamp.', '4\nInspiration', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
265,"Varus
Marksman
Mage","Games Played7388
Pick Rate7.14%
Win Rate38%","['Hoja de furia de Guinsoo', 'Arcoescudo inmortal', 'Botas blindadas', 'Huracán de Runaan', 'Guardián de control', '', 'Visión lejana modificada', 'Limpiar', 'Destello', '', '', '', '']","['1\nPrecision', 'Lethal Tempo\nGain attack speed when attacking an enemy champion, stacking up to 6 times. At max stacks, gain Attack Range and remove your Attack Speed limit.', 'Presence of Mind\nIncrease your mana or energy regeneration when damaging an enemy champion. Takedowns restore mana or energy.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Cut Down\nDeal more damage to champions with more max health than you.', '1\nDomination', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Ravenous Hunter\nUnique takedowns grant permanent Omnivamp.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
266,"Vayne
Marksman
Assassin","Games Played79728445
Pick Rate7.14%
Win Rate51%","['Viento huracanado', 'Final del ingenio', 'Espada de Doran', 'Grebas de berserker', 'Fauces de Malmortius', 'Cetro vampírico', 'Visión lejana modificada', 'Destello', 'Teleportar', '', '', '', '']","['1\nPrecision', 'Lethal Tempo\nGain attack speed when attacking an enemy champion, stacking up to 6 times. At max stacks, gain Attack Range and remove your Attack Speed limit.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Cut Down\nDeal more damage to champions with more max health than you.', '1\nDomination', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Ingenious Hunter\nUnique takedowns grant permanent Item Haste (includes Trinkets).', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
267,"Vayne
Marksman
Assassin","Games Played79728445
Pick Rate7.14%
Win Rate51%","['Espada de Doran', 'Arcoescudo inmortal', '', 'Grebas de berserker', 'Bailarín espectral', 'Hoja de furia de Guinsoo', 'Visión lejana modificada', 'Limpiar', 'Destello', '', '', '', '']","['1\nPrecision', 'Lethal Tempo\nGain attack speed when attacking an enemy champion, stacking up to 6 times. At max stacks, gain Attack Range and remove your Attack Speed limit.', 'Overheal\nExcess healing on you becomes a shield.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Cut Down\nDeal more damage to champions with more max health than you.', '1\nDomination', 'Ravenous Hunter\nUnique takedowns grant permanent Omnivamp.', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
268,"Veigar
Mage","Games Played132281
Pick Rate7.14%
Win Rate48%","['Escarcha eterna', 'Reloj de arena de Zhonya', 'Botas de hechicero', 'Bastón del Vacío', 'Sombrero mortal de Rabadon', 'Robaalmas de Mejai', 'Lente del oráculo', 'Teleportar', 'Destello', '', '', '', '']","['2\nDomination', 'Predator\nAdd an active effect to your boots that grants a large boost of MS and causes your next attack or ability to deal bonus adaptive damage.', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Ingenious Hunter\nUnique takedowns grant permanent Item Haste (includes Trinkets).', '2\nSorcery', 'Transcendence\nGain bonuses upon reaching the following levels:\nLevel 5: +5 Ability Haste\nLevel 8: +5 Ability Haste\nLevel 11: On Champion takedown, reduce the remaining cooldown of basic abilities by 20%.', 'Waterwalking\nGain MS and AP or AD, adaptive in the river.', 'Scaling Cooldown Reduction\n+1-10% CDR (based on level)', 'Adaptive Force\n+9 Adaptive Force', 'Scaling Health\n+15-90 HP (based on level)']"
269,"Veigar
Mage","Games Played132281
Pick Rate7.14%
Win Rate48%","['Escarcha eterna', 'Cronómetro estropeado', 'Botas de hechicero', 'Lágrima de la diosa', 'Robaalmas de Mejai', 'Sombrero mortal de Rabadon', 'Lente del oráculo', 'Teleportar', 'Destello', '', '', '', '']","['2\nDomination', 'Predator\nAdd an active effect to your boots that grants a large boost of MS and causes your next attack or ability to deal bonus adaptive damage.', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Ingenious Hunter\nUnique takedowns grant permanent Item Haste (includes Trinkets).', '2\nSorcery', 'Transcendence\nGain bonuses upon reaching the following levels:\nLevel 5: +5 Ability Haste\nLevel 8: +5 Ability Haste\nLevel 11: On Champion takedown, reduce the remaining cooldown of basic abilities by 20%.', 'Waterwalking\nGain MS and AP or AD, adaptive in the river.', 'Scaling Cooldown Reduction\n+1-10% CDR (based on level)', 'Adaptive Force\n+9 Adaptive Force', 'Scaling Health\n+15-90 HP (based on level)']"
270,"Vel'Koz
Mage","Games Played16494
Pick Rate7.14%
Win Rate56%","['Botas de hechicero', 'Anillo de Doran', '', 'Robaalmas de Mejai', 'Reloj de arena de Zhonya', 'Tempestad de Luden', 'Visión lejana modificada', 'Destello', 'Teleportar', '', '', '', '']","['3\nSorcery', 'Arcane Comet\nDamaging a champion with an ability hurls a damaging comet at their location.', 'Manaflow Band\nHitting an enemy champion with an ability permanently increases your maximum mana by 25, up to 250 mana.\n\nAfter reaching 250 bonus mana, restore 1% of your missing mana every 5 seconds.', 'Absolute Focus\nWhile above 70% health, gain extra adaptive damage.', 'Gathering Storm\nGain increasing amounts of AD or AP, adaptive over the course of the game.', '2\nDomination', 'Cheap Shot\nDeal bonus true damage to enemy champions with impaired movement or actions.', 'Ultimate Hunter\nUnique takedowns grant permanent cooldown reduction on your Ultimate.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
271,"Vel'Koz
Mage","Games Played16494
Pick Rate7.14%
Win Rate56%","['Glacieterno', 'Ímpeto Cósmico', 'Lacre Sombrio', 'Sapatos do Feiticeiro', 'Foco do Horizonte', 'Capuz da Morte de Rabadon', 'Alteração Vidente', 'Teleporte', 'Flash', '', '', '', '']","['2\nDomination', 'Electrocute\nHitting a champion with 3 separate attacks or abilities in 3s deals bonus adaptive damage.', 'Cheap Shot\nDeal bonus true damage to enemy champions with impaired movement or actions.', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Ultimate Hunter\nUnique takedowns grant permanent cooldown reduction on your Ultimate.', '2\nSorcery', 'Manaflow Band\nHitting an enemy champion with an ability permanently increases your maximum mana by 25, up to 250 mana.\n\nAfter reaching 250 bonus mana, restore 1% of your missing mana every 5 seconds.', 'Transcendence\nGain bonuses upon reaching the following levels:\nLevel 5: +5 Ability Haste\nLevel 8: +5 Ability Haste\nLevel 11: On Champion takedown, reduce the remaining cooldown of basic abilities by 20%.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
272,"Vex
Mage","Games Played145178
Pick Rate7.14%
Win Rate50%","['Poção Corrupta', 'Chama Sombria', 'Passos de Mercúrio', 'Tormenta de Luden', 'Armaguarda da Caçadora', 'Códex Demoníaco', 'Alteração Vidente', 'Incendiar', 'Flash', '', '', '', '']","['2\nDomination', 'Electrocute\nHitting a champion with 3 separate attacks or abilities in 3s deals bonus adaptive damage.', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Ravenous Hunter\nUnique takedowns grant permanent Omnivamp.', '4\nInspiration', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Time Warp Tonic\nPotions and biscuits grant some restoration immediately. Gain MS while under their effects.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
273,"Vex
Mage","Games Played145178
Pick Rate7.14%
Win Rate50%","['Ampulheta de Zhonya', 'Estilhaço de Gelo Verdadeiro', '', 'Orbe do Oblívio', 'Botas Ionianas da Lucidez', 'Coroa da Rainha Despedaçada', 'Lente do Oráculo', 'Flash', 'Incendiar', '', '', '', '']","['5\nInspiration', 'Glacial Augment\nImmobilizing an enemy champion will cause 3 glacial rays that slow nearby enemies and reducing their damage to your allies. 25s cooldown.', 'Perfect Timing\nGain a free Commencing Stopwatch. After 14 minutes, it can be used for a one time Stasis effect.\n\nEach takedown you get shortens this timer by 120 seconds.', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Approach Velocity\nBonus MS towards nearby enemy champions that are movement impaired, increased for enemy champions that you impair.', '2\nDomination', 'Zombie Ward\nTakedowns on enemy Wards cause friendly Zombie Wards to sprout from their corpses. Gain permanent AD or AP, adaptive for each Zombie Ward spawned plus bonus upon completion.', 'Relentless Hunter\nUnique takedowns grant permanent out of combat MS.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
274,"Vi
Fighter
Assassin","Games Played408258
Pick Rate7.14%
Win Rate42%","['Chain Vest', ""Caulfield's Warhammer"", 'Plated Steelcaps', 'Thornmail', ""Sterak's Gage"", 'Divine Sunderer', 'Oracle Lens', 'Smite', 'Flash', '', '', '', '']","['4\nResolve', 'Aftershock\nAfter immobilizing an enemy champion gain defenses and later deal a burst of magic damage around you.', 'Shield Bash\nWhenever you gain a shield, your next basic attack against a champion deals bonus adaptive damage.', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Overgrowth\nGain permanent max health when minions or monsters die near you.', '1\nPrecision', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
275,"Vi
Fighter
Assassin","Games Played408258
Pick Rate7.14%
Win Rate42%","['Evenshroud', 'Control Ward', 'Runesteel Spaulders', 'Ruby Crystal', 'Ionian Boots of Lucidity', '', 'Oracle Lens', 'Flash', 'Ignite', '', '', '', '']","['4\nResolve', 'Aftershock\nAfter immobilizing an enemy champion gain defenses and later deal a burst of magic damage around you.', 'Shield Bash\nWhenever you gain a shield, your next basic attack against a champion deals bonus adaptive damage.', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', '2\nDomination', 'Ultimate Hunter\nUnique takedowns grant permanent cooldown reduction on your Ultimate.', 'Zombie Ward\nTakedowns on enemy Wards cause friendly Zombie Wards to sprout from their corpses. Gain permanent AD or AP, adaptive for each Zombie Ward spawned plus bonus upon completion.', 'Attack Speed\n+10% Attack Speed', 'Magic Resist\n+8 Magic Resist', 'Magic Resist\n+8 Magic Resist']"
276,"Viego
Assassin
Fighter","Games Played1224099
Pick Rate7.14%
Win Rate48%","['', ""Sterak's Gage"", 'Divine Sunderer', ""Mercury's Treads"", 'Negatron Cloak', 'Hearthbound Axe', 'Oracle Lens', 'Flash', 'Smite', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Coup de Grace\nDeal more damage to low health enemy champions.', '4\nInspiration', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
277,"Viego
Assassin
Fighter","Games Played1224099
Pick Rate7.14%
Win Rate48%","['Divine Sunderer', 'Stopwatch', ""Sterak's Gage"", 'Control Ward', ""Death's Dance"", ""Mercury's Treads"", 'Oracle Lens', 'Smite', 'Flash', '', '', '', '']","['1\nPrecision', 'Lethal Tempo\nGain attack speed when attacking an enemy champion, stacking up to 6 times. At max stacks, gain Attack Range and remove your Attack Speed limit.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Coup de Grace\nDeal more damage to low health enemy champions.', '4\nInspiration', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
278,"Viktor
Mage","Games Played107270047
Pick Rate7.14%
Win Rate50%","['Corrupting Potion', 'Ionian Boots of Lucidity', 'Crown of the Shattered Queen', 'Blasting Wand', 'Shadowflame', '', 'Stealth Ward', 'Flash', 'Teleport', '', '', '', '']","['5\nInspiration', 'First Strike\nWhen you initiate champion combat, deal 10% extra damage for 3 seconds and gain gold based on damage dealt.', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Time Warp Tonic\nPotions and biscuits grant some restoration immediately. Gain MS while under their effects.', '4\nResolve', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Revitalize\nGain 5% Heal and Shield Power.\n\nHeals and shields you cast or receive are 10% stronger on targets below 40% health.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
279,"Viktor
Mage","Games Played107270047
Pick Rate7.14%
Win Rate50%","['Corrupting Potion', 'Crown of the Shattered Queen', ""Sorcerer's Shoes"", ""Mejai's Soulstealer"", 'Shadowflame', 'Fiendish Codex', 'Stealth Ward', 'Teleport', 'Flash', '', '', '', '']","['5\nInspiration', 'First Strike\nWhen you initiate champion combat, deal 10% extra damage for 3 seconds and gain gold based on damage dealt.', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Time Warp Tonic\nPotions and biscuits grant some restoration immediately. Gain MS while under their effects.', '4\nResolve', 'Shield Bash\nWhenever you gain a shield, your next basic attack against a champion deals bonus adaptive damage.', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
280,"Vladimir
Mage","Games Played21950816
Pick Rate7.14%
Win Rate50%","['Needlessly Large Rod', 'Hextech Rocketbelt', 'Stopwatch', ""Sorcerer's Shoes"", 'Void Staff', 'Cosmic Drive', 'Stealth Ward', 'Flash', 'Teleport', '', '', '', '']","['2\nDomination', 'Electrocute\nHitting a champion with 3 separate attacks or abilities in 3s deals bonus adaptive damage.', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Ravenous Hunter\nUnique takedowns grant permanent Omnivamp.', '3\nResolve', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Revitalize\nGain 5% Heal and Shield Power.\n\nHeals and shields you cast or receive are 10% stronger on targets below 40% health.', 'Scaling Cooldown Reduction\n+1-10% CDR (based on level)', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
281,"Vladimir
Mage","Games Played21950816
Pick Rate7.14%
Win Rate50%","['Morellonomicon', 'Hextech Rocketbelt', 'Broken Stopwatch', 'Void Staff', 'Cosmic Drive', 'Ionian Boots of Lucidity', 'Oracle Lens', 'Teleport', 'Flash', '', '', '', '']","['3\nSorcery', 'Phase Rush\nHitting an enemy champion with 3 separate attacks or abilities grants a burst of MS.', 'Nimbus Cloak\nAfter casting a Summoner Spell, gain a short Move Speed increase that allows you to pass through units.', 'Transcendence\nGain bonuses upon reaching the following levels:\nLevel 5: +5 Ability Haste\nLevel 8: +5 Ability Haste\nLevel 11: On Champion takedown, reduce the remaining cooldown of basic abilities by 20%.', 'Gathering Storm\nGain increasing amounts of AD or AP, adaptive over the course of the game.', '3\nResolve', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', 'Scaling Cooldown Reduction\n+1-10% CDR (based on level)', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
282,"Volibear
Fighter
Tank","Games Played51296388
Pick Rate7.14%
Win Rate50%","[""Giant's Belt"", 'Kindlegem', 'Trinity Force', 'Plated Steelcaps', ""Doran's Shield"", ""Doran's Ring"", 'Stealth Ward', 'Teleport', 'Flash', '', '', '', '']","['1\nPrecision', 'Lethal Tempo\nGain attack speed when attacking an enemy champion, stacking up to 6 times. At max stacks, gain Attack Range and remove your Attack Speed limit.', 'Presence of Mind\nIncrease your mana or energy regeneration when damaging an enemy champion. Takedowns restore mana or energy.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Last Stand\nDeal more damage to champions while you are low on health.', '3\nResolve', 'Revitalize\nGain 5% Heal and Shield Power.\n\nHeals and shields you cast or receive are 10% stronger on targets below 40% health.', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
283,"Volibear
Fighter
Tank","Games Played51296388
Pick Rate7.14%
Win Rate50%","['Divine Sunderer', 'Glacial Buckler', 'Ionian Boots of Lucidity', 'Cloth Armor', '', '', 'Farsight Alteration', 'Teleport', 'Flash', '', '', '', '']","['2\nDomination', 'Predator\nAdd an active effect to your boots that grants a large boost of MS and causes your next attack or ability to deal bonus adaptive damage.', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Ghost Poro\nWhen your wards expire, they leave behind a Ghost Poro. The Ghost Poro grants vision until discovered. Gain permanent AD or AP, adaptive for each Ghost Poro and when your Ghost Poro spots an enemy champion, plus bonus upon completion.', 'Ingenious Hunter\nUnique takedowns grant permanent Item Haste (includes Trinkets).', '3\nResolve', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
284,"Warwick
Fighter
Tank","Games Played17490857
Pick Rate7.14%
Win Rate51%","[""Doran's Shield"", 'Divine Sunderer', 'Chain Vest', 'Tear of the Goddess', 'Plated Steelcaps', 'Pickaxe', 'Stealth Ward', 'Teleport', 'Flash', '', '', '', '']","['1\nPrecision', 'Fleet Footwork\nAttacking and moving builds Energy stacks. At 100 stacks, your next attack heals you and grants increased MS.', 'Presence of Mind\nIncrease your mana or energy regeneration when damaging an enemy champion. Takedowns restore mana or energy.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Last Stand\nDeal more damage to champions while you are low on health.', '3\nResolve', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Revitalize\nGain 5% Heal and Shield Power.\n\nHeals and shields you cast or receive are 10% stronger on targets below 40% health.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
285,"Warwick
Fighter
Tank","Games Played17490857
Pick Rate7.14%
Win Rate51%","[""Doran's Shield"", 'Tear of the Goddess', ""Death's Dance"", 'Divine Sunderer', ""Mercury's Treads"", 'Spirit Visage', 'Stealth Ward', 'Teleport', 'Flash', '', '', '', '']","['1\nPrecision', 'Fleet Footwork\nAttacking and moving builds Energy stacks. At 100 stacks, your next attack heals you and grants increased MS.', 'Presence of Mind\nIncrease your mana or energy regeneration when damaging an enemy champion. Takedowns restore mana or energy.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Last Stand\nDeal more damage to champions while you are low on health.', '3\nResolve', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Revitalize\nGain 5% Heal and Shield Power.\n\nHeals and shields you cast or receive are 10% stronger on targets below 40% health.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
286,"Wukong
Fighter
Tank","Games Played36399976
Pick Rate7.14%
Win Rate50%","['Bouclier de Doran', 'Pourfendeur divin', 'Gemme exaltante', 'Épée longue', '', 'Bottes', 'Brouilleur oraculaire', 'Téléportation', 'Saut éclair', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Last Stand\nDeal more damage to champions while you are low on health.', '3\nResolve', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Overgrowth\nGain permanent max health when minions or monsters die near you.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
287,"Wukong
Fighter
Tank","Games Played36399976
Pick Rate7.14%
Win Rate50%","['Pourfendeur divin', 'Danse de la mort', 'Gage de Sterak', 'Coques en acier', 'Couperet noir', '', 'Brouilleur oraculaire', 'Téléportation', 'Saut éclair', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Last Stand\nDeal more damage to champions while you are low on health.', '4\nInspiration', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Time Warp Tonic\nPotions and biscuits grant some restoration immediately. Gain MS while under their effects.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
288,"Xayah
Marksman","Games Played994
Pick Rate7.14%
Win Rate55%","['Éclipse', 'Bottes de lucidité', 'Lame spectre de Youmuu', 'Muramana', 'Rancune de Serylda', 'Dague dentelée', 'Altération divinatoire', 'Soins', 'Saut éclair', '', '', '', '']","['3\nSorcery', 'Summon Aery\nYour attacks and abilities send Aery to a target, damaging enemies or shielding allies.', 'Manaflow Band\nHitting an enemy champion with an ability permanently increases your maximum mana by 25, up to 250 mana.\n\nAfter reaching 250 bonus mana, restore 1% of your missing mana every 5 seconds.', 'Absolute Focus\nWhile above 70% health, gain extra adaptive damage.', 'Scorch\nYour first damaging ability hit every 10s burns champions.', '4\nInspiration', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
